event_id,constraint,version_key,equation,description,limit_type,exact_version,Z_note
VSA-lower-20241105T1500,S>>BDBU_TUTB_TUTB_1,S>>BDBU_TUTB_TUTB_1|2024-10-11|3,-1 * F_V_SA -0.986 * P[SLBB1L] +0.986 * P[SLBB2L] -0.986 * P[SLBB3L] -0.311 * P[SMA21M] -0.295 * P[SMA31M] -0.363 * P[SMAE1M] -0.987 * P[SMAY1] -0.986 * P[SMAY2] -0.986 * P[SMAY3W] -0.397 * P[SMH21M] -0.959 * P[SPEW1] -0.959 * P[SPEW2] -0.987 * P[SSGA1] -0.987 * P[SSNN1] -0.739 * P[STBB1T] -0.739 * P[STBB2T] +0.739 * P[STBB3T] -0.739 * P[STBB4T] -0.739 * P[STBS1T] + Z_unrepresented <= RHS(t),"Out= Bundey to Buronga 330kV, avoid O/L Tungkillo-Tailem Bend 275kV line 1 or 2 on trip of parallel Tungkillo-Tailem Bend 275 kV line 2 or 1, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20241220T0635,S:V_550_HY_TEST,S:V_550_HY_TEST|2022-10-20|1,unknown IC factor * F_V_SA + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20241220T0635,V^^V_NIL_KGTS,V^^V_NIL_KGTS|2024-10-31|1,-0.215 * F_V_SA +0.682 * P[NBK11B] +0.682 * P[NBKB3B] +0.682 * P[NBKW1S] +0.485 * P[NBL21L] +0.485 * P[NBSF1L] +0.485 * P[NBSF2S] +0.0881 * P[NCLS1C] +0.0915 * P[NDNH1H] +0.0915 * P[NDNS1D] +0.0915 * P[NRB23R] +0.0915 * P[NRBB3R] +0.0915 * P[NRDP3D] +0.096 * P[VART1A] +0.14 * P[VBGT1B] +0.14 * P[VBGT4B] +0.111 * P[VCWL1C] -0.076 * P[VGN21G] -0.0735 * P[VGN61M] -0.0735 * P[VGNS1G] -0.0735 * P[VGNS2W] +0.243 * P[VHOG1K] -0.883 * P[VKGB3G] -0.883 * P[VKGP1K] -0.883 * P[VKGS1G] -0.883 * P[VKGS2C] +0.467 * P[VKMT1K] +0.322 * P[VMRT1M] +0.322 * P[VMRT2M] +0.736 * P[VRCS1K] +0.736 * P[VRCS2Y] -0.117 * P[VSHS1N] -0.117 * P[VSHS2G] -0.117 * P[VSHS2W] +1 * P[VWES1B] +1 * P[VWES2W] -0.736 * F[V-S-MNSP1] + Z_unrepresented <= RHS(t),"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20241220T0635,S>>BDBU_TUTB_TUTB_1,S>>BDBU_TUTB_TUTB_1|2024-12-05|1,-1 * F_V_SA -0.986 * P[SLBB3L] -0.311 * P[SMA21M] -0.295 * P[SMA31M] -0.363 * P[SMAE1M] -0.987 * P[SMAY1] -0.986 * P[SMAY2] -0.986 * P[SMAY3W] -0.397 * P[SMH21M] -0.959 * P[SPEW1] -0.959 * P[SPEW2] -0.987 * P[SSGA1] -0.987 * P[SSNN1] -0.739 * P[STBB1T] -0.739 * P[STBB4T] -0.739 * P[STBS1T] + Z_unrepresented <= RHS(t),"Out= Bundey to Buronga 330kV, avoid O/L Tungkillo-Tailem Bend 275kV line 1 or 2 on trip of parallel Tungkillo-Tailem Bend 275 kV line 2 or 1, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20241230T2135,S:V_550_HY_TEST,S:V_550_HY_TEST|2022-10-20|1,unknown IC factor * F_V_SA + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20241230T2135,V>>NIL_WBBA_RCWEKG,V>>NIL_WBBA_RCWEKG|2024-11-08|1,-0.117 * F_V_SA +0.367 * P[NBK11B] +0.367 * P[NBKB3B] +0.367 * P[NBKW1S] +0.261 * P[NBL21L] +0.261 * P[NBSF1L] +0.261 * P[NBSF2S] +1 * P[VART1A] +0.951 * P[VBGT1B] +0.951 * P[VBGT4B] +0.983 * P[VCWL1C] +0.77 * P[VHOG1K] +0.642 * P[VKMT1K] +0.765 * P[VMRT1M] +0.765 * P[VMRT2M] +0.414 * P[VRCS1K] +0.414 * P[VRCS2Y] -0.413 * F[V-S-MNSP1] + Z_unrepresented <= RHS(t),"Out = Nil, avoid O/L Waubra to Ballarat 220kV line on trip of Red Cliffs to Wemen to Kerang 220kV line (this trips off Bannerton and Wemen solar farms), Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20250116T0855,V>>NIL_WBBA_BESH,V>>NIL_WBBA_BESH|2024-12-03|1,-0.0838 * F_V_SA +0.263 * P[NBK11B] +0.263 * P[NBKB3B] +0.263 * P[NBKW1S] +0.187 * P[NBL21L] +0.187 * P[NBSF1L] +0.187 * P[NBSF2S] +1 * P[VART1A] +0.943 * P[VBGT1B] +0.943 * P[VBGT4B] +0.98 * P[VCWL1C] +0.742 * P[VHOG1K] +0.138 * P[VKGB3G] +0.138 * P[VKGP1K] +0.138 * P[VKGS1G] +0.138 * P[VKGS2C] +0.575 * P[VKMT1K] +0.148 * P[VKOT1K] +0.724 * P[VMRT1M] +0.256 * P[VWES1B] +0.724 * P[VMRT2M] +0.299 * P[VRCS1K] +0.299 * P[VRCS2Y] +0.256 * P[VWES2W] -0.299 * F[V-S-MNSP1] + Z_unrepresented <= RHS(t),"Out= Nil, avoid O/L Waubra to Ballarat 220kV line on trip of Bendigo to Shepparton 220kV line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20250116T0855,S:V_550_HY_TEST,S:V_550_HY_TEST|2022-10-20|1,unknown IC factor * F_V_SA + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20250205T0735,V>>NIL_WBBA_KGBE,V>>NIL_WBBA_KGBE|2024-11-08|1,-0.117 * F_V_SA +0.367 * P[NBK11B] +0.367 * P[NBKB3B] +0.367 * P[NBKW1S] +0.261 * P[NBL21L] +0.261 * P[NBSF1L] +0.261 * P[NBSF2S] +1 * P[VART1A] +0.951 * P[VBGT1B] +0.951 * P[VBGT4B] +0.983 * P[VCWL1C] +0.77 * P[VHOG1K] +0.414 * P[VKGB3G] +0.414 * P[VKGP1K] +0.414 * P[VKGS1G] +0.414 * P[VKGS2C] +0.642 * P[VKMT1K] +0.765 * P[VMRT1M] +0.765 * P[VMRT2M] +0.414 * P[VRCS1K] +0.414 * P[VRCS2Y] +0.413 * P[VWES1B] +0.413 * P[VWES2W] -0.413 * F[V-S-MNSP1] + Z_unrepresented <= RHS(t),"Out= Nil, avoid O/L Waubra to Ballarat 220kV line on trip of Kerang to Bendigo 220kV line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20250205T0735,V^^V_NIL_SWVIC,V^^V_NIL_SWVIC|2025-01-29|1,-0.784 * F_V_SA +0.225 * P[NBK11B] +0.225 * P[NBKB3B] +0.225 * P[NBKW1S] +0.16 * P[NBL21L] +0.16 * P[NBSF1L] +0.16 * P[NBSF2S] +1 * P[VHGT1S] +0.0969 * P[VHOG1K] +0.121 * P[VKGB3G] +0.121 * P[VKGP1K] +0.121 * P[VKGS1G] +0.121 * P[VKGS2C] +0.161 * P[VKMT1K] +0.993 * P[VM051D] +0.993 * P[VM052D] +0.993 * P[VM053D] +0.993 * P[VM0P1O] +0.993 * P[VM0P2O] +0.12 * P[VMRT1M] +0.12 * P[VMRT2M] +0.239 * P[VRCS1K] +0.239 * P[VRCS2Y] +0.987 * P[VTR11H] +0.987 * P[VTR31R] +0.987 * P[VTRT1M] +0.208 * P[VWES1B] +0.208 * P[VWES2W] -0.239 * F[V-S-MNSP1] + Z_unrepresented <= RHS(t),"Out = Nil, manage flow towards Moorabool across Haunted Gully to Cressy and Mortlake to Cressy 500kV lines to avoid voltage instability for the loss of Haunted Gully to Cressy 500kV line and both APD potlines",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20250205T0735,V^^V_NIL_KGTS,V^^V_NIL_KGTS|2025-01-29|1,-0.215 * F_V_SA +0.682 * P[NBK11B] +0.682 * P[NBKB3B] +0.682 * P[NBKW1S] +0.485 * P[NBL21L] +0.485 * P[NBSF1L] +0.485 * P[NBSF2S] +0.0881 * P[NCLS1C] +0.0915 * P[NDNH1H] +0.0915 * P[NDNS1D] +0.0915 * P[NRB23R] +0.0915 * P[NRBB3R] +0.0915 * P[NRDP3D] +0.096 * P[VART1A] +0.14 * P[VBGT1B] +0.14 * P[VBGT4B] +0.111 * P[VCWL1C] -0.076 * P[VGN21G] -0.0735 * P[VGN61M] -0.0735 * P[VGNS1G] -0.0735 * P[VGNS2W] +0.243 * P[VHOG1K] -0.883 * P[VKGB3G] -0.883 * P[VKGP1K] -0.883 * P[VKGS1G] -0.883 * P[VKGS2C] +0.467 * P[VKMT1K] +0.322 * P[VMRT1M] +0.322 * P[VMRT2M] +0.736 * P[VRCS1K] +0.736 * P[VRCS2Y] -0.117 * P[VSHS1N] -0.117 * P[VSHS2G] -0.117 * P[VSHS2W] +1 * P[VWES1B] +1 * P[VWES2W] -0.736 * F[V-S-MNSP1] + Z_unrepresented <= RHS(t),"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
VSA-lower-20250205T0735,S:V_600_HY_TEST,S:V_600_HY_TEST|2024-03-01|1,unknown IC factor * F_V_SA + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
