CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
N^^N_NIL_WGLT,N^^N_NIL_WGLT|2025-12-08 00:00:00|4,upper,2025-12-08,4,0.376,Voltage Stability,"Out=Nil, limit Wagga to Lower Tumut (051) 330kV line flow to avoid voltage collapse post contingency trip of line 051, Feedback",25407,6544,5677,8746,8236,40.799622447429414,-7.978723444582701e-05,859.8069813829786,N-NIL,
V::N_NIL_V2,V::N_NIL_V2|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",107154,585,1396,16212,7757,0.21477603621611085,-1.0000000031595846e-05,1187.448275,V-NIL,
N^^V_CTMN_1,N^^V_CTMN_1|2025-03-05 00:00:00|1,lower,2025-03-05,1,-1.0,Voltage Stability,"Out = Collector - Marulan (4), avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",15736,1138,1557,9231,7286,7.8729715450622635,-1.0000000031595846e-05,681.7886025,"N-4+1_WG_CLOSE, N-CTMN_4_WG_CLOSE, N-CTMN_4_WG_OPEN, N-CTYS_3L_WG_CLOSE, N-CTYS_3L_WG_OPEN, N-MNYS_5_WG_CLOSE","N-4+1_WG_CLOSE, N-CTMN_4_WG_CLOSE, N-CTYS_3L_WG_CLOSE, N-MNYS_5_WG_CLOSE"
V^^N_MNYS_1,V^^N_MNYS_1|2024-09-05 00:00:00|1,upper,2024-09-05,1,0.249,Voltage Stability,"Out = Marulan to Yass (4 or 5) 330kV line, avoid voltage collapse around Murray for loss of all APD potlines",16418,2136,2556,6959,6282,27.323155593602586,-4.016064258302866e-05,625.7508132530121,"N-CTMN_4_WG_CLOSE, N-CTMN_4_WG_OPEN, N-CTYS_3L_WG_CLOSE, N-CTYS_3L_WG_OPEN, N-MNYS_5_WG_CLOSE","N-CTMN_4_WG_CLOSE, N-CTYS_3L_WG_CLOSE, N-MNYS_5_WG_CLOSE"
V>>N_NIL_65_051,V>>N_NIL_65_051|2025-03-03 00:00:00|2,upper,2025-03-03,2,1.0,Thermal,"Out = NIL, avoid O/L Murray to Upper Tumut (65) on trip of Wagga to Lower Tumut (051) line, Feedback",76905,2343,2386,6790,5660,1.5050422396660597,-3.0000000151630957e-05,1461.4960100000003,N-NIL,
N^^V_JNWG_63_X5_1,N^^V_JNWG_63_X5_1|2025-02-07 00:00:00|1,lower,2025-02-07,1,-1.0,Voltage Stability,"Out = Jindera to Wagga(62) 330kV line, 63 + X5 open, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",5476,1151,1156,5196,5158,8.48526777975863,-1.0000000031595846e-05,696.933565,"N-CLCWG_X5, N-JNWG_RADIAL, N-JNWL_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
N^^V_BADP_1,N^^V_BADP_1|2025-12-18 00:00:00|1,lower,2025-12-18,1,-1.0,Voltage Stability,"Out = Balranald to Darlington Point (X5) 220kV line, avoid voltage collapse at Darlington Point for loss of the largest Vic generating unit or Basslink",6263,756,862,5431,5142,7.176522726287973,-1.0000000031595846e-05,550.3159800000001,"I-JNWO_RADIAL, I-JNWO_X5, I-X_BABU_BURC, N-BABU, N-BADP, N-CLCWG_X5, N-JNWG_RADIAL, N-JNWL_X5, N-LTWG_RADIAL, N-LTWG_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5, N-X_051_X5, V-DDWO_RADIAL, V-DDWO_X5","I-JNWO_RADIAL, I-X_BABU_BURC, N-BABU, N-BADP, N-JNWG_RADIAL, N-LTWG_RADIAL, N-LTWG_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5, N-X_051_X5, V-DDWO_RADIAL, V-DDWO_X5"
N^^N_NIL_WGLT,N^^N_NIL_WGLT|2026-03-06 00:00:00|2,upper,2026-03-06,2,0.376,Voltage Stability,"Out=Nil, limit Wagga to Lower Tumut (051) 330kV line flow to avoid voltage collapse post contingency trip of line 051, Feedback",21632,3792,3307,5204,4881,21.50088147045621,-7.978723444582701e-05,903.9609042553193,N-NIL,
N^^V_NIL_1,N^^V_NIL_1|2025-10-30 00:00:00|1,lower,2025-10-30,1,-1.0,Voltage Stability,"Out = Nil, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",9525,228,268,5372,4849,3.3450514865244236,-1.0000000088439265e-05,1075.4918,V-NIL,
V^^N_MNYS_1,V^^N_MNYS_1|2025-01-31 00:00:00|1,upper,2025-01-31,1,0.249,Voltage Stability,"Out = Marulan to Yass (4 or 5) 330kV line, avoid voltage collapse around Murray for loss of all APD potlines",12851,1873,2154,5734,4739,38.329208157941444,-4.016064258302866e-05,699.3328112449799,"N-CTMN_4_WG_CLOSE, N-CTMN_4_WG_OPEN, N-CTYS_3L_WG_CLOSE, N-CTYS_3L_WG_OPEN, N-MNYS_5_WG_CLOSE","N-CTMN_4_WG_CLOSE, N-CTYS_3L_WG_CLOSE, N-MNYS_5_WG_CLOSE"
V::N_NIL_O2,V::N_NIL_O2|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",107154,711,1916,10945,4549,0.27343572247864273,-1.0000000088439265e-05,1119.840635,V-NIL,
V::N_NIL_V2,V::N_NIL_V2|2026-07-04 00:00:00|1,upper,2026-07-04,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",16703,1113,1137,4593,4051,3.530757494899617,-1.0000000088439265e-05,5469.96501,V-NIL,
V::N_NIL_V1,V::N_NIL_V1|2025-12-09 00:00:00|1,upper,2025-12-09,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",59697,494,1059,7276,3775,0.24702648618211753,-1.0000000031595846e-05,10625.299665,V-NIL,
V>>N_NIL_65_66,V>>N_NIL_65_66|2024-12-19 00:00:00|1,upper,2024-12-19,1,0.8,Thermal,"Out = Nil, avoid Murray to Upper Tumut(65) O/L on Murray to Lower Tumut(66) trip; Feedback",98271,188,368,5494,3436,0.07830634766113619,-1.2500000252657628e-05,904.4215875,N-NIL,
N^^V_MLNK_1,N^^V_MLNK_1|2026-01-27 00:00:00|1,lower,2026-01-27,1,-1.0,Voltage Stability,"Out = Murraylink, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",5340,193,371,4001,3411,4.949611357790883,-1.0000000088439265e-05,538.6999625,,
N^^V_CNCW_1,N^^V_CNCW_1|2025-12-02 00:00:00|1,lower,2025-12-02,1,-1.0,Voltage Stability,"Out = Canberra-Capital (6) or Kangaroo Valley to Capital (3W) or Dapto-Kangaroo Valley (18), avoid voltage collapse at Darlington Point for loss of the largest Vic generating unit or Basslink",6502,441,702,5361,3382,1.9827287967274625,-1.0000000088439265e-05,606.11798,"N-DTKV_18_WG_CLOSE, N-DTKV_18_WG_OPEN, N-KVCW_3W_WG_CLOSE","N-DTKV_18_WG_CLOSE, N-KVCW_3W_WG_CLOSE"
N^^V_LTUT_1,N^^V_LTUT_1|2025-02-07 00:00:00|1,lower,2025-02-07,1,-1.0,Voltage Stability,"Out = Lower to Upper Tumut (64) 330kV line, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",4059,559,613,3452,3162,9.02179036805886,-1.0000000088439265e-05,802.656245,"I-X_64+67/68, I-X_64_DDSM, N-LTUT_64_15M","I-X_64_DDSM, N-LTUT_64_15M"
N>>BDBU_970_051,N>>BDBU_970_051|2024-11-15 00:00:00|1,upper,2024-11-15,1,0.0884,Thermal,"Out = Bundey to Buronga (6F) 330kV line, avoid O/L Burrinjuck to Yass (970) on trip of Wagga to Lower Tumut (051) line, Feedback",20058,2624,3392,4406,2842,231.665364111803,-0.00011312217230312043,1607.8607466063345,I-BDBU_ONE,I-BDBU_ONE
N^^V_MLNK_1,N^^V_MLNK_1|2025-02-07 00:00:00|1,lower,2025-02-07,1,-1.0,Voltage Stability,"Out = Murraylink, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",4436,675,796,3602,2821,9.79760426006415,-1.0000000031595846e-05,786.011,,
N^^N_NIL_X5_BESH,N^^N_NIL_X5_BESH|2024-11-13 00:00:00|1,upper,2024-11-13,1,0.12,Voltage Stability,"Out= Nil, limit power flow on line X5 from Balranald to Darlington Point (X5) to avoid voltage collapse at Balranald for contingency trip of Bendigo to Shepparton 220kV line in NW Victoria",110376,2472,2807,3796,2811,14.497850935629256,-0.00016666666671956895,2921.9792916666665,N-NIL,
V::N_SMSC_V1,V::N_SMSC_V1|2025-12-23 00:00:00|1,upper,2025-12-23,1,1.0,Transient Stability,"Out = One South Morang 330 kV series capacitor bank, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",14649,415,828,3936,2739,1.763005782653989,-1.0000000031595846e-05,653.31925,V-SMSC,V-SMSC
V>>N_NIL_65_051,V>>N_NIL_65_051|2025-11-25 00:00:00|1,upper,2025-11-25,1,1.0,Thermal,"Out = NIL, avoid O/L Murray to Upper Tumut (65) on trip of Wagga to Lower Tumut (051) line, Feedback",44287,568,673,3519,2733,1.014930026421173,-2.000000017687853e-05,798.2508049999999,N-NIL,
I_6F_NS_150,I_6F_NS_150|2025-05-30 00:00:00|2,lower,2025-05-30,2,-0.106,Other,Discretionary limit of 150 MW on Buronga to Bundey (6F) 330 kV Line (NSW to SA),70291,1318,1179,2875,2668,1.2304212443385134,-0.0001886792458791669,5593.143207547169,"I-6F_NS_150, N-NIL",
V::N_NIL_O1,V::N_NIL_O1|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",107154,570,1557,11328,2477,0.948851472544099,-1.0000000088439265e-05,1196.785165,V-NIL,
N^^N_NIL_WGLT,N^^N_NIL_WGLT|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.376,Voltage Stability,"Out=Nil, limit Wagga to Lower Tumut (051) 330kV line flow to avoid voltage collapse post contingency trip of line 051, Feedback",16703,1598,1485,2510,2299,8.79325260099083,-5.319148983212375e-05,1640.9091289893618,N-NIL,
N>>NIL_990_051,N>>NIL_990_051|2024-11-15 00:00:00|1,upper,2024-11-15,1,0.385,Thermal,"Out= NIL, avoid O/L Wagga to Yass (990) on trip of Wagga to Lower Tumut (051) line, Feedback",29313,1793,1766,3176,2224,16.391421517457236,-7.792207772534358e-05,1691.6742077922079,N-NIL,
N>>NIL_998_18,N>>NIL_998_18|2024-11-08 00:00:00|1,upper,2024-11-08,1,0.0861,Thermal,"Out= Nil, avoid O/L Cowra to Forbes (998) 132kV line on trip of Kangaroo Valley to Dapto (18) 330kV line, Feedback",111920,1163,1311,2627,2180,25.216115717332197,-57.815331010452695,2368.7739256678283,"N-NIL, N-NIL_998",N-NIL_998
N>>NIL_970_051,N>>NIL_970_051|2024-11-15 00:00:00|1,upper,2024-11-15,1,0.0891,Thermal,"Out= NIL, avoid O/L Burrinjuck to Yass (970) on trip of Wagga to Lower Tumut (051) line, Feedback",29313,1512,4487,5851,2128,125.94404214988472,-0.00011223344592138996,1836.5994388327722,N-NIL,
N::N_CNLT_2,N::N_CNLT_2|2024-10-30 00:00:00|1,upper,2024-10-30,1,0.9819,Transient Stability,"Out = Lower Tumut-Canberra (07), stability limit (Snowy-NSW) for fault of various location between Yass-South Morang area",6758,1184,1128,2384,2070,46.881133362653785,-2.0368673161094336e-05,641.6759140442,N-CNLT_07,N-CNLT_07
N^^N_NIL_X5_BEKG,N^^N_NIL_X5_BEKG|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.12,Voltage Stability,"Out= Nil, limit power flow on line X5 from Balranald to Darlington Point (X5) to avoid voltage collapse at Balranald for contingency trip of Bendigo to Kerang 220kV line and other nearby lines in NW Victoria",114064,1365,1669,2829,2056,3.3664467722505904,-0.00016666666671956895,2746.538583333334,N-NIL,
V^^N_DPWG_1,V^^N_DPWG_1|2024-09-05 00:00:00|1,upper,2024-09-05,1,0.249,Voltage Stability,"Out = DarlingtonPt to Wagga(63), avoid voltage collapse around Murray for loss of all APD potlines",3029,1111,1249,2348,2049,35.8498029745955,-4.0160642697172075e-05,238.43988955823295,N-DPWG_63,N-DPWG_63
V^^N_CNCW_1,V^^N_CNCW_1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.249,Voltage Stability,"Out = Canberra-Capital (6) or Kangaroo Valley to Capital (3W), avoid voltage collapse around Murray for loss of all APD potlines",5800,773,870,2369,1924,30.398234817241384,-4.016064258302866e-05,842.1650803212851,N-KVCW_3W_WG_CLOSE,N-KVCW_3W_WG_CLOSE
N::N_SDUT_2,N::N_SDUT_2|2026-03-17 00:00:00|1,upper,2026-03-17,1,0.982,Transient Stability,"Out = Upper Tumut-Stockdill (1) 330kV line, stability limit (Snowy-NSW) for fault of various location between Yass-South Morang area",6078,1049,1004,2167,1913,9.433150003982629,-2.0366598958124775e-05,563.2535896130348,,
V::N_NIL_O2,V::N_NIL_O2|2025-12-09 00:00:00|1,upper,2025-12-09,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",59697,1086,2308,6289,1904,0.5575206645985693,-1.0000000088439265e-05,971.2166050000001,V-NIL,
N^^V_JNWG_63_X5_1,N^^V_JNWG_63_X5_1|2024-09-05 00:00:00|1,lower,2024-09-05,1,-1.0,Voltage Stability,"Out = Jindera to Wagga(62) 330kV line, 63 + X5 open, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",1966,43,65,1894,1867,0.46443659067357507,-1.0000000031595846e-05,735.977535,"N-CLCWG_X5, N-JNWG_RADIAL, N-JNWL_X5, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
V^^N_NIL_1,V^^N_NIL_1|2024-09-05 00:00:00|1,upper,2024-09-05,1,1.0,Voltage Stability,"Out = Nil, avoid voltage collapse around Murray for loss of all APD potlines",16152,1141,1351,2189,1703,3.655803785861443,-1.0000000202126103e-05,577.690225,V-NIL,
N::N_UTRV_2,N::N_UTRV_2|2026-06-30 00:00:00|1,upper,2026-06-30,1,0.982,Transient Stability,"Out = Ravine-Yass (2) 330kV line outage or Upper Tumut to Ravine (6X) 330kV line O/S, stability limit (Snowy-NSW) for fault at various location between Yass and South Morang area",2576,779,726,1792,1675,34.20897340097403,-1.0183299594833099e-05,313.39281822810585,,
N>>NIL_33_34,N>>NIL_33_34|2024-12-19 00:00:00|1,upper,2024-12-19,1,0.0962,Thermal,"Out= Nil, avoid Bayswater to Liddell (33 or 34) O/L on loss of other Bayswater to Liddell (34 or 33), Feedback",98876,1666,1521,1952,1641,1.6172253404030237,-0.00020790020973886206,13182.923752598754,N-NIL,
N>>BDBU_970_051,N>>BDBU_970_051|2024-10-04 00:00:00|1,upper,2024-10-04,1,0.0883,Thermal,"Out = Bundey to Buronga (6F) 330kV line, avoid O/L Burrinjuck to Yass (970) on trip of Wagga to Lower Tumut (051) line, Feedback",7481,1436,1509,1747,1550,450.9567373412645,-0.00011325028348353165,1604.877576443941,I-BDBU_ONE,I-BDBU_ONE
V::N_SMSC_V2,V::N_SMSC_V2|2025-12-23 00:00:00|1,upper,2025-12-23,1,1.0,Transient Stability,"Out = One South Morang 330 kV series capacitor bank, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",14649,518,851,2426,1538,1.3933663085446655,-1.0000000031595846e-05,10294.77378,V-SMSC,V-SMSC
V^^N_LTUT_1,V^^N_LTUT_1|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Voltage Stability,"Out = Lower to Upper Tumut (64) 330kV line, avoid voltage collapse around Murray for loss of all APD potlines",4059,725,744,1852,1488,11.83517647271625,-1.0000000202126103e-05,617.641435,"I-X_64+67/68, I-X_64_DDSM, N-LTUT_64_15M","I-X_64_DDSM, N-LTUT_64_15M"
V::N_NIL_V2,V::N_NIL_V2|2025-11-07 00:00:00|1,upper,2025-11-07,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",7165,218,373,1938,1470,0.8556894658246657,-1.0000000031595846e-05,855.466715,V-NIL,
N^^V_03+4_1,N^^V_03+4_1|2025-03-27 00:00:00|1,lower,2025-03-27,1,-1.0,Voltage Stability,"Out = Lower Tumut - Yass (03) and Collector - Marulan (4) 330kV lines, avoid voltage collapse at Darlington Point for loss of the largest Vic generating unit or Basslink",1506,236,253,1462,1438,11.022433970783533,-1.0000000031595846e-05,587.537495,N-X_03+4_WG_CLOSE,N-X_03+4_WG_CLOSE
N^^V_CTMN_1,N^^V_CTMN_1|2025-02-07 00:00:00|1,lower,2025-02-07,1,-1.0,Voltage Stability,"Out = Collector - Marulan (4) or Collector - Yass (3L) or Marulan - Yass (5), avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",2882,297,327,1701,1429,4.158981780013879,-1.0000000088439265e-05,746.083365,"N-4+1_WG_CLOSE, N-CTMN_4_WG_CLOSE, N-CTMN_4_WG_OPEN, N-CTYS_3L_WG_CLOSE, N-CTYS_3L_WG_OPEN, N-MNYS_5_WG_CLOSE","N-4+1_WG_CLOSE, N-CTMN_4_WG_CLOSE, N-CTYS_3L_WG_CLOSE, N-MNYS_5_WG_CLOSE"
V::N_SMSC_O1,V::N_SMSC_O1|2025-12-09 00:00:00|1,upper,2025-12-09,1,1.0,Transient Stability,"Out = One South Morang 330 kV series capacitor bank, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 220kV.",14649,857,1168,2742,1410,1.4968134475946373,-1.0000000031595846e-05,659.45885,V-SMSC,V-SMSC
V::N_JNWG_S1,V::N_JNWG_S1|2024-10-31 00:00:00|1,upper,2024-10-31,1,1.0,Transient Stability,"Out = Jindera to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",5476,215,505,2352,1403,1.2473128442786838,-1.0000000031595846e-05,644.6347049999999,"N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
N^^V_MLNK_ARWBBA,N^^V_MLNK_ARWBBA|2026-01-27 00:00:00|1,lower,2026-01-27,1,-1.0,Voltage Stability,"Out = Murraylink, avoid voltage collapse in southern NSW for loss of Ballarat to Waubra to Ararat 220kV lines (this also trips Waubra, Ararat and Crowlands, Bulgana and Murra Warra WFs)",5340,18,31,1655,1337,0.020068269918597156,-1.0000000031595846e-05,751.96804,,
V::N_NIL_V1,V::N_NIL_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,1.0,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",16703,327,383,1740,1245,0.7513636787274559,-1.0000000088439265e-05,5732.7685025,V-NIL,
N^^V_4+07_1,N^^V_4+07_1|2025-04-07 00:00:00|1,lower,2025-04-07,1,-1.0,Voltage Stability,"Out = Collector-Marulan (4) or Collector-Yass (3L) and Canberra - Lower Tumut (07) 330 kV Lines, avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",1360,121,121,1248,1223,5.2668913455882365,-1.0000000031595846e-05,609.07749,"N-X_3L+07_WG_CLOSE, N-X_4+07_WG_CLOSE","N-X_3L+07_WG_CLOSE, N-X_4+07_WG_CLOSE"
N^^V_DTSS_1,N^^V_DTSS_1|2024-09-05 00:00:00|1,lower,2024-09-05,1,-1.0,Voltage Stability,"Out = Dapto-Sydney South(11), avoid voltage collapse at Southern NSW for loss of the largest Vic generating unit or Basslink",2047,121,173,1774,1176,7.439421328773815,-1.0000000031595846e-05,788.52907,"N-DTSS_11, N-X_11+14","N-DTSS_11, N-X_11+14"
N^^V_CNCW_1,N^^V_CNCW_1|2024-09-05 00:00:00|1,lower,2024-09-05,1,-1.0,Voltage Stability,"Out = Canberra-Capital (6) or Kangaroo Valley to Capital (3W) or Dapto-Kangaroo Valley (18), avoid voltage collapse at Darlington Point for loss of the largest Vic generating unit or Basslink",1574,203,241,1220,1149,3.737467780326838,-1.0000000031595846e-05,677.9837125,"N-DTKV_18_WG_CLOSE, N-DTKV_18_WG_OPEN, N-KVCW_3W_WG_CLOSE","N-DTKV_18_WG_CLOSE, N-KVCW_3W_WG_CLOSE"
V::N_KGRC_V2,V::N_KGRC_V2|2025-12-20 00:00:00|1,upper,2025-12-20,1,1.0,Transient Stability,"Out = Kerang to Red Cliffs 220kV line (or any section in between), prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",3282,185,271,1323,1132,3.035441371870005,-1.0000000031595846e-05,5493.64993,"V-KGKO, V-KG_KO_WE, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT","V-KGKO, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT"
NRM_NSW1_VIC1,NRM_NSW1_VIC1|2025-11-19 00:00:00|1,lower,2025-11-19,1,-1.0,Negative Residue,Negative Residue Management constraint for NSW to VIC flow,82170,1009,1038,1137,1102,11.123546533369716,0.0,10267.23318,NRM_NIL_ALL,
N::N_03+4_2,N::N_03+4_2|2025-03-27 00:00:00|1,upper,2025-03-27,1,0.978,Transient Stability,"Out= Lower Tumut - Yass (03) and Collector - Marulan (4) 330kV lines, stability limit (SNOWY-NSW) for critical fault on a 330kV line between Yass and Bannaby/Marulan",1506,534,496,1146,1098,109.34159385790171,-2.044989769888022e-05,236.48537321063395,N-X_03+4_WG_CLOSE,N-X_03+4_WG_CLOSE
V^^N_NIL_1,V^^N_NIL_1|2026-07-04 00:00:00|1,upper,2026-07-04,1,1.0,Voltage Stability,"Out = Nil, avoid voltage collapse around Murray for loss of all APD potlines",16703,1032,1092,1417,1086,3.494810802846425,-1.0000000202126103e-05,849.6038325,V-NIL,
