event_id,constraint,version_key,equation,description,limit_type,exact_version,Z_note
QNI-lower-20241111T1800,F_Q++LDMU_L6,F_Q++LDMU_L6|2023-03-15|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20241124T1055,N>>NIL_964_84_S,N>>NIL_964_84_S|2024-10-30|1,-0.746 * F_VIC_to_NSW +0.6 * P[NGNE1G] +0.725 * P[NMR41M] +0.869 * P[NMTZ1M] +0.722 * P[NURR2N] -0.0891 * P[NNEE1H] +0.747 * P[NSAP1S] +0.722 * P[NURR1N] +0.853 * P[NWRK1W] +0.853 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20241202T1605,N>>NIL_39_17,N>>NIL_39_17|2024-10-30|1,-0.28 * F_VIC_to_NSW +0.934 * P[NAL11C] +0.898 * P[NBA21B] +0.296 * P[NBAY1] +0.296 * P[NBAY2] +0.403 * P[NBAY3] +0.403 * P[NBAY4] +0.898 * P[NBB21B] +0.544 * P[NBES1B] +0.934 * P[NBK11B] +0.934 * P[NBKB3B] +0.546 * P[NBOD1B] +0.934 * P[NBKW1S] +0.934 * P[NBL21L] +0.929 * P[NBLW8] +0.934 * P[NBSF1L] +0.934 * P[NBSF2S] +0.54 * P[NCDS1C] +1 * P[NCKW1C] +0.118 * P[NCLG1D] +0.118 * P[NCLG2D] +0.118 * P[NCLG3D] +0.118 * P[NCLG4D] +0.934 * P[NCLS1C] +0.96 * P[NCLW1C] +0.925 * P[NCMA3B] +1 * P[NCW31C] +0.876 * P[NCWF2W] +0.934 * P[NDNH1H] +0.934 * P[NDNS1D] +0.734 * P[NDT13T] +0.734 * P[NDTB1T] +0.147 * P[NEPS1] +0.147 * P[NEPS2] +0.169 * P[NEPS3] +0.169 * P[NEPS4] +0.69 * P[NFBS1J] +0.934 * P[NFNS1F] +0.283 * P[NGNE1G] +0.991 * P[NGUR1G] +0.991 * P[NGUR2G] +0.991 * P[NGUR3G] +0.935 * P[NGUT8] +0.934 * P[NHUM] -0.935 * P[NLTS3] +0.935 * P[NLTS8] +0.583 * P[NMLS1M] +0.564 * P[NMOS1M] +0.975 * P[NMR22T] +0.281 * P[NMR41M] +0.54 * P[NMTP1] +0.54 * P[NMTP2] +0.278 * P[NMTZ1M] +0.118 * P[NMWB1W] +0.161 * P[NNEE1H] +0.933 * P[NNRN1A] +0.549 * P[NONF1F] +0.642 * P[NPG11P] +0.642 * P[NPG12G] +0.925 * P[NQBB3Q] +0.925 * P[NQBC3C] +0.933 * P[NRB23R] +0.933 * P[NRBB3R] +0.933 * P[NRDP3D] +0.963 * P[NRPK1R] +0.28 * P[NSAP1S] +0.769 * P[NSHL] -0.769 * P[NSHP1] +0.933 * P[NURQ1U] +0.933 * P[NURQ2U] +0.933 * P[NURQ3U] +0.933 * P[NURQ4U] +0.281 * P[NURR1N] +0.281 * P[NURR2N] +0.935 * P[NUTS8] +0.127 * P[NVPP5] +0.127 * P[NVPP6] +0.933 * P[NWGG1W] +0.933 * P[NWGJ1J] +0.933 * P[NWGJ2S] +0.933 * P[NWGJ3W] +0.933 * P[NWGJ4W] +0.933 * P[NWGS1B] +0.547 * P[NWL82N] +0.538 * P[NWLN1W] +0.547 * P[NWLS3N] +0.547 * P[NWLS4W] +0.558 * P[NWLW1S] +0.52 * P[NWOW1W] +0.278 * P[NWRK1W] +0.278 * P[NWRK2W] +0.925 * P[NYS12A] -0.275 * F[N-Q-MNSP1] +0.934 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out= Nil, avoid O/L Bannaby to Sydney West (39) on trip of Avon to Macarthur (17) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20241202T1605,N>>NIL_85_86_S,N>>NIL_85_86_S|2024-11-21|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20241209T1440,N>>LDTM_964_81_OPEN,N>>LDTM_964_81_OPEN|2024-10-30|1,-0.701 * F_VIC_to_NSW +0.186 * P[NBAY1] +0.186 * P[NBAY2] +0.151 * P[NBAY3] +0.151 * P[NBAY4] +0.078 * P[NBES1B] +0.0806 * P[NBOD1B] +0.0716 * P[NCDS1C] -0.0842 * P[NCLG1D] -0.0842 * P[NCLG2D] -0.0842 * P[NCLG3D] -0.0842 * P[NCLG4D] -0.109 * P[NEPS1] -0.109 * P[NEPS2] +0.528 * P[NGNE1G] +0.0724 * P[NMLS1M] +0.0738 * P[NMOS1M] +0.676 * P[NMR41M] +0.846 * P[NMTZ1M] -0.0842 * P[NMWB1W] -0.189 * P[NNEE1H] +0.0719 * P[NONF1F] +0.701 * P[NSAP1S] +0.0976 * P[NSTB1S] +0.0976 * P[NSTU1S] +0.672 * P[NURR1N] +0.672 * P[NURR2N] -0.0928 * P[NVPP5] -0.0928 * P[NVPP6] +0.082 * P[NWL82N] +0.086 * P[NWLN1W] +0.082 * P[NWLS3N] +0.082 * P[NWLS4W] +0.0805 * P[NWLW1S] +0.106 * P[NWOW1W] +0.827 * P[NWRK1W] +0.827 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out = Liddell to Tomago (82) with Singleton-Kurri 132kV open, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Newcastle (81) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20241209T1440,Q^^NIL_CS,Q^^NIL_CS|2024-11-26|1,-0.0869 * F_VIC_to_NSW +0.53 * P[QBCB3B] +0.891 * P[QBCG] -0.0869 * P[QBCK1] -0.0869 * P[QBCK2] +0.892 * P[QBDR1L] +0.891 * P[QBGH1] +0.891 * P[QBGH2] -0.0869 * P[QBRA1] -0.0869 * P[QBRA2] -0.0869 * P[QBRA3] -0.0869 * P[QBRA4K] -0.0869 * P[QBRA5B] -0.0869 * P[QBRA6B] -0.0869 * P[QBRA7B] -0.0869 * P[QBRA8D] -0.0869 * P[QBRS1D] +0.53 * P[QBSW1C] +0.53 * P[QBSW2C] +0.678 * P[QCAB1] +0.678 * P[QCAB2] +0.678 * P[QCAC3] +0.678 * P[QCAC4] -0.0869 * P[QCBF1D] -0.0869 * P[QCBR1C] -0.0869 * P[QCBS1B] +0.892 * P[QCCK1D] +0.892 * P[QCCK2H] +0.892 * P[QCLA1C] -0.0869 * P[QCND1C] +0.892 * P[QCOS1C] -0.0869 * P[QCPG1C] +0.891 * P[QGAR1] -0.0869 * P[QGBB1G] +0.772 * P[QGLD1] +0.772 * P[QGLD2] +0.772 * P[QGLD3] +0.772 * P[QGLD4] +0.772 * P[QGLD5] +0.772 * P[QGLD6] +0.892 * P[QHAR1H] +0.891 * P[QKAH1] +0.891 * P[QKAH2] +0.891 * P[QKAH3] +0.891 * P[QKAH4] +0.892 * P[QLIS1E] +0.892 * P[QLIS2M] +0.892 * P[QLLV3C] +0.892 * P[QMPL1R] +0.678 * P[QMRR1M] -0.0869 * P[QMRY1Y] -0.0869 * P[QMRY2M] +0.891 * P[QMSP2] -0.0869 * P[QMRY3W] -0.0869 * P[QMRY4W] +0.891 * P[QMSP1] +0.891 * P[QMSP3M] -0.0869 * P[QMSW1M] -0.0869 * P[QOKY1] -0.0869 * P[QOKY2] -0.0869 * P[QORS1E] -0.0869 * P[QRMA7] -0.0869 * P[QRMA8] +0.892 * P[QROG1K] +0.892 * P[QROG3R] +0.892 * P[QROW1K] +0.892 * P[QROW2K] +0.892 * P[QSLD1H] +0.892 * P[QSLS1W] +0.53 * P[QSTN1] +0.53 * P[QSTN2] +0.53 * P[QSTN3] +0.53 * P[QSTN4] -0.0869 * P[QSWE] -0.0869 * P[QTBS1C] -0.0869 * P[QTBS2S] -0.0869 * P[QTKS1O] -0.0869 * P[QTKS2O] +0.892 * P[QTMW1K] -0.0869 * P[QTNT] -0.0869 * P[QTRB1T] -0.0869 * P[QTRN1] -0.0869 * P[QTRN2] -0.0869 * P[QTRN3] -0.0869 * P[QTRN4] -0.0869 * P[QTRS1K] +0.891 * P[QTYP] +0.892 * P[QTZS1S] -0.0869 * P[QWDB3C] -0.0869 * P[QWDE3W] -0.0869 * P[QWDR1W] -0.0869 * P[QWIV1] -0.0869 * P[QWIV2] +0.892 * P[QWKM1M] -0.0869 * P[QWLS1W] -0.0869 * P[QWSB3W] -0.0869 * P[QWSR1W] -0.0869 * P[QWSS1G] -0.0869 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out = Nil, CQ-SQ voltage stability limit, 2008/2009 implementation",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250115T1350,N>>NIL_964_84_S,N>>NIL_964_84_S|2024-12-19|1,-0.746 * F_VIC_to_NSW +0.6 * P[NGNE1G] +0.725 * P[NMR41M] +0.869 * P[NMTZ1M] -0.0891 * P[NNEE1H] +0.747 * P[NSAP1S] +0.722 * P[NURR1N] +0.722 * P[NURR2N] +0.853 * P[NWRK1W] +0.853 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250115T1350,N>>NIL_85_86_S,N>>NIL_85_86_S|2024-12-19|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250122T1430,NRM_QLD1_NSW1,NRM_QLD1_NSW1|2020-09-23|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250122T1430,N>>NIL_85_86_S,N>>NIL_85_86_S|2024-12-19|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250127T1055,N>>NIL_964_84_S,N>>NIL_964_84_S|2024-12-19|1,-0.746 * F_VIC_to_NSW +0.6 * P[NGNE1G] +0.725 * P[NMR41M] +0.869 * P[NMTZ1M] -0.0891 * P[NNEE1H] +0.747 * P[NSAP1S] +0.722 * P[NURR1N] +0.722 * P[NURR2N] +0.853 * P[NWRK1W] +0.853 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250127T1055,N>>NIL_85_86_S,N>>NIL_85_86_S|2024-12-19|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250201T0635,F_Q++86_L6,F_Q++86_L6|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250201T0635,F_Q++86_L5,F_Q++86_L5|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250201T0635,F_Q++86_L60,F_Q++86_L60|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250201T0635,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250201T0635,#R031890_013_RAMP_F,#R031890_013_RAMP_F|2025-02-01|1,-1 * F_VIC_to_NSW +1.04 * P[NSAP1S] + Z_unrepresented <= RHS(t),"Hard Ramping constraint for constraint Q^^N_DM_SVC_SRAR, Effective Date: 13/12/2022, Version: 1",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20250205T1710,Q::N_8C8J_AR_2LG_N-2,Q::N_8C8J_AR_2LG_N-2|2022-09-02|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
