CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
N>>NIL_85_86_S,N>>NIL_85_86_S|2025-09-22 00:00:00|1,lower,2025-09-22,1,-0.986,Thermal,"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",69035,1996,2848,15432,10431,3.3950843606469148,-2.0283975608017095e-05,1116.440223123732,N-NIL,
N>>NIL_33_34,N>>NIL_33_34|2026-05-20 00:00:00|2,upper,2026-05-20,2,0.958,Thermal,"Out= Nil, avoid Bayswater to Liddell (33 or 34) O/L on loss of other Bayswater to Liddell (34 or 33), Feedback",29716,250,813,11710,9849,0.22257666564160278,-1.0438413572156684e-05,1326.4468580375783,N-NIL,
NQ_950_DYN_TEST,NQ_950_DYN_TEST|2025-10-02 00:00:00|1,upper,2025-10-02,1,1.0,Transient Stability,"NSW to QLD on QNI upper transfer limit of 950 MW, dynamic headroom with Max calc on the QNI, DS formulation only, limit for testing of QNI minor interconnection upgrade.",96045,243,514,24850,9362,0.07119252630482018,0.0,1246.99379,I-NQ_950_TEST,I-NQ_950_TEST
N>>NIL_85_86_S,N>>NIL_85_86_S|2024-12-19 00:00:00|1,lower,2024-12-19,1,-0.986,Thermal,"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",64573,1452,4074,16471,9164,9.175649017725595,-2.220750507099395,1226.6601572008112,N-NIL,
F_Q++NIL_R5,F_Q++NIL_R5|2026-01-08 00:00:00|1,lower,2026-01-08,1,-1.0,FCAS,"Out=Nil, limit Qld to NSW on QNI considering Qld Raise 5 and Raise REG FCAS enablement, for loss of a NSW large unit",67808,333,623,16540,8489,0.044006900291205055,-9.999999974752427e-06,815.703135,"F-I_NIL, N-NIL",
N^^Q_ARSR_KPP_1,N^^Q_ARSR_KPP_1|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Voltage Stability,"Out= Armidale - Saphhire (8E) 330kV line, avoid Voltage Collapse on loss of Kogan Creek MW",9722,0,0,7653,7131,0.0,329.30701999999997,1034.4305,N-ARSR_8E,N-ARSR_8E
N>>NIL_964_84_S,N>>NIL_964_84_S|2024-12-19 00:00:00|1,lower,2024-12-19,1,-0.746,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",100241,1693,2486,13583,6807,1.770749925379295,-1.3404826008211934e-05,1199.3127882037536,N-NIL,
N>>NIL_33_34,N>>NIL_33_34|2025-12-02 00:00:00|1,upper,2025-12-02,1,0.958,Thermal,"Out= Nil, avoid Bayswater to Liddell (33 or 34) O/L on loss of other Bayswater to Liddell (34 or 33), Feedback",27087,1354,1513,7462,6407,2.3274903169202696,-2.0876826788300307e-05,1174.194177974948,N-NIL,
N>>NIL_964_88_S,N>>NIL_964_88_S|2024-12-19 00:00:00|1,lower,2024-12-19,1,-0.742,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Muswellbrook (88) line, Feedback",100241,3244,6570,19959,5898,1.7791497009797972,-1.3477089221194208e-05,1204.313167115903,N-NIL,
QN_590,QN_590|2026-05-11 00:00:00|1,lower,2026-05-11,1,-1.0,Discretionary,Qld to NSW on QNI upper transfer limit of 590 MW,9614,489,2443,8262,5559,4.395686689053627,0.0,100.0,"I-BCDM_ONE, I-QN_590, N-ARDM_8C, N-ARSR_8E, N-DMSR_8J","I-BCDM_ONE, N-ARDM_8C, N-ARSR_8E, N-DMSR_8J"
N>>NIL_964_84_S,N>>NIL_964_84_S|2024-10-30 00:00:00|1,lower,2024-10-30,1,-0.746,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",14362,437,583,7051,5396,20.040165306609435,-1.3404826008211934e-05,1443.62399463807,N-NIL,
N>>NIL_964_84_S,N>>NIL_964_84_S|2025-12-02 00:00:00|1,lower,2025-12-02,1,-0.746,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",27087,1864,2158,8235,5210,5.392569423867801,-1.3404826008211934e-05,1039.3626172922252,N-NIL,
N>>NIL_86_85_S,N>>NIL_86_85_S|2024-12-19 00:00:00|1,lower,2024-12-19,1,-0.999,Thermal,"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",64573,1781,3666,13502,4078,0.9959903516550106,-1.001001021233844e-05,1133.5433933933932,N-NIL,
N>>NIL_964_84_S,N>>NIL_964_84_S|2026-05-20 00:00:00|1,lower,2026-05-20,1,-0.746,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",29806,2742,3164,5731,4065,3.4764980878845635,-1.3404826008211934e-05,914.1482975871313,N-NIL,
N>>NIL_33_34,N>>NIL_33_34|2026-03-06 00:00:00|2,upper,2026-03-06,2,0.958,Thermal,"Out= Nil, avoid Bayswater to Liddell (33 or 34) O/L on loss of other Bayswater to Liddell (34 or 33), Feedback",21542,254,307,4646,3965,0.3181913589620391,-1.0438413453485664e-05,1388.765427974948,N-NIL,
QNI_SOUTH_590_DYN,QNI_SOUTH_590_DYN|2026-05-11 00:00:00|1,lower,2026-05-11,1,-1.0,Transient Stability,"QLD to NSW on QNI upper transfer limit of 590 MW, dynamic headroom with Max calc on the QNI, DS formulation only.",9614,2770,3782,9578,3944,76.39950634757024,0.0,95.32678000000001,"I-BCDM_ONE, I-QN_590, N-ARDM_8C, N-ARSR_8E, N-DMSR_8J","I-BCDM_ONE, N-ARDM_8C, N-ARSR_8E, N-DMSR_8J"
Q:N_760,Q:N_760|2026-04-10 00:00:00|1,lower,2026-04-10,1,-1.0,Oscillatory Stability,QNI oscillatory stability limit of 760 MW,14533,322,534,4017,3844,0.2511306672781472,0.0,305.56444999999997,"N-ARDM_8C, N-ARSR_8E, N-DMSR_8J, N-X_8C+8E","N-ARDM_8C, N-ARSR_8E, N-DMSR_8J"
Q:N_760,Q:N_760|2026-03-16 00:00:00|1,lower,2026-03-16,1,-1.0,Oscillatory Stability,QNI oscillatory stability limit of 760 MW,5051,493,747,3937,3759,3.1878716156079006,0.0,220.48514749999998,"N-ARDM_8C, N-ARSR_8E, N-DMSR_8J, N-X_8C+8E","N-ARDM_8C, N-ARSR_8E, N-DMSR_8J"
N>>NIL_8U_86_S,N>>NIL_8U_86_S|2025-12-02 00:00:00|1,lower,2025-12-02,1,-1.0,Thermal,"Out= NIL, avoid O/L Armidale to Uralla (8U) on trip of Armidale to Tamworth (86) line, Feedback",48614,27,101,5635,3589,0.18821493078403692,-9.999999974752427e-06,1020.5984074999999,N-NIL,
N^^Q_ARDM_KPP_1,N^^Q_ARDM_KPP_1|2025-12-10 00:00:00|1,upper,2025-12-10,1,1.0,Voltage Stability,"Out= Armidale - Dumaresq (8C) 330kV linel, avoid Voltage Collapse on loss of Kogan Creek MW",8314,0,0,3518,3177,0.0,396.56969000000004,1295.9487749999998,N-ARDM_8C,N-ARDM_8C
Q>>TRSP_BKSP_MESP,Q>>TRSP_BKSP_MESP|2025-06-05 00:00:00|1,upper,2025-06-05,1,0.954,Thermal,"Out= 832 (H18 Tarong to H2 South Pine) 275 kV feeder, avoid O/L 838 (H36 Blackwall to H2 South Pine) 275 kV feeder on trip of 825 (H12 Mt England to H2 South Pine) 275 kV feeder, Feedback",3177,0,0,2874,2818,0.0,224.0941509433963,1125.9388024109016,,
N>>NIL_964_84_S,N>>NIL_964_84_S|2026-03-06 00:00:00|2,lower,2026-03-06,2,-0.746,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",21542,1165,1454,3827,2496,1.6197732754491045,-1.3404826008211934e-05,924.3118766756033,N-NIL,
NQ_630,NQ_630|2026-05-11 00:00:00|1,upper,2026-05-11,1,1.0,Discretionary,NSW to Qld on QNI upper transfer limit of 630 MW,9614,0,0,2470,2129,0.0,307.0,1120.0,"I-BCDM_ONE, I-NQ_630, N-ARDM_8C, N-ARSR_8E, N-DMSR_8J","I-BCDM_ONE, N-ARDM_8C, N-ARSR_8E, N-DMSR_8J"
N>>LDTM_33_34_OPEN,N>>LDTM_33_34_OPEN|2024-10-30 00:00:00|1,upper,2024-10-30,1,0.981,Thermal,"Out = Liddell to Tomago (82), avoid O/L Bayswater to Liddell (34 or 33) 330kV line on trip of Bayswater to Liddell (33 or 34) 330kV line, Feedback",3857,73,115,2272,2115,2.210655690895961,-1.0193680008602716e-05,1367.0400000000002,"N-LDTM_82, N-X_KCTX_LDTM","N-LDTM_82, N-X_KCTX_LDTM"
N>>NIL_964_88_S,N>>NIL_964_88_S|2024-09-02 00:00:00|1,lower,2024-09-02,1,-0.742,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Tamworth to Muswellbrook (88) line, Feedback",16669,5,1555,13254,2113,0.017105313305223704,0.0,1302.3322169811322,N-NIL,
N>>NIL_85_86_S,N>>NIL_85_86_S|2024-11-21 00:00:00|1,lower,2024-11-21,1,-0.986,Thermal,"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",8057,387,509,2828,2111,192.11275981783209,-19.16976673427991,1213.2862905679513,N-NIL,
F_Q++NIL_R60,F_Q++NIL_R60|2026-01-08 00:00:00|1,lower,2026-01-08,1,-1.0,FCAS,"Out=Nil, limit Qld to NSW on QNI and Qld Raise 60 sec requirement for loss of a NSW large unit",67808,359,618,15895,1906,0.00039078023152319446,-9.999999974752427e-06,859.2382,"F-I_NIL, N-NIL",
N>>NIL_86_8U_S,N>>NIL_86_8U_S|2024-11-21 00:00:00|1,lower,2024-11-21,1,-1.0,Thermal,"Out= NIL, avoid O/L Armidale to Tamworth (86) using 15 min rating on trip of the other Armidale to Uralla line (8U), Feedback",8057,0,0,3239,1788,0.0,84.28781000000004,1280.0888224999999,N-NIL,
N>>LDTM_33_34_CL,N>>LDTM_33_34_CL|2026-07-13 00:00:00|1,upper,2026-07-13,1,0.942,Thermal,"Out = Liddell to Tomago (82), avoid O/L Bayswater to Liddell (34 or 33) 330kV line on trip of Bayswater to Liddell (33 or 34) 330kV line, Feedback",5890,0,0,2039,1773,0.0,318.1281740976646,7065.956725053079,"N-LDTM_82, N-X_KCTX_LDTM","N-LDTM_82, N-X_KCTX_LDTM"
N>>LDTM_964_81_OPEN,N>>LDTM_964_81_OPEN|2024-10-30 00:00:00|1,lower,2024-10-30,1,-0.701,Thermal,"Out = Liddell to Tomago (82) with Singleton-Kurri 132kV open, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Newcastle (81) line, Feedback",3857,111,167,1953,1664,2.8827438348916745,-1.4265335523717694e-05,1257.8661626248218,"N-LDTM_82, N-X_KCTX_LDTM","N-LDTM_82, N-X_KCTX_LDTM"
N>>NIL_86_85_S,N>>NIL_86_85_S|2024-11-21 00:00:00|1,lower,2024-11-21,1,-0.999,Thermal,"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",8057,6,374,4758,1619,0.028841334924715387,-1.0010009984737164e-05,1171.6047772772772,N-NIL,
N>>NIL_88_84_N,N>>NIL_88_84_N|2024-12-19 00:00:00|1,upper,2024-12-19,1,0.974,Thermal,"Out= Nil, avoid O/L Muswellbrook to Tamworth (88) using 15 mins rating on trip of Liddell to Tamworth (84) line, Feedback",98900,0,0,3899,1544,0.0,329.51852156057487,1766.5024640657084,N-NIL,
N>>NIL_8U_86_S,N>>NIL_8U_86_S|2025-09-22 00:00:00|1,lower,2025-09-22,1,-1.0,Thermal,"Out= NIL, avoid O/L Armidale to Uralla (8U) on trip of Armidale to Tamworth (86) line, Feedback",20421,56,65,2608,1516,0.16063591081166292,-1.0000000088439265e-05,1130.35494,N-NIL,
N>>NIL_86_85_S,N>>NIL_86_85_S|2025-07-31 00:00:00|1,lower,2025-07-31,1,-0.999,Thermal,"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",15263,829,1192,3543,1498,0.8725466004207773,-1.001001021233844e-05,858.6482982982983,N-NIL,
N>>NIL_86_85_S,N>>NIL_86_85_S|2025-09-22 00:00:00|1,lower,2025-09-22,1,-0.999,Thermal,"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",69035,302,2126,10344,1457,0.10930073260761484,-1.001001021233844e-05,1066.214004004004,N-NIL,
N>>81_964_82,N>>81_964_82|2024-09-02 00:00:00|1,lower,2024-09-02,1,-0.701,Thermal,"Out = Liddell to Newcastle (81) line, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Tomago (82) line, (Note: Swamps if 964 O/S)",2213,48,89,1306,1035,0.7159836293436292,-1.4265335199361523e-05,8286.757268188303,,
N^^Q_AR_VC_KPP_1,N^^Q_AR_VC_KPP_1|2025-12-10 00:00:00|1,upper,2025-12-10,1,1.0,Voltage Stability,"Out= Armidale SVC, avoid Voltage Collapse on loss of Kogan Creek MW",2503,0,2,1047,980,0.0,35.03584999999998,873.249945,,
Q>>TRSP_BKSP_MESP,Q>>TRSP_BKSP_MESP|2026-03-13 00:00:00|1,upper,2026-03-13,1,0.954,Thermal,"Out= 832 (H18 Tarong to H2 South Pine) 275 kV feeder, avoid O/L 838 (H36 Blackwall to H2 South Pine) 275 kV feeder on trip of 825 (H12 Mt England to H2 South Pine) 275 kV feeder, Feedback",1296,1,8,1046,979,0.006757237654320987,-1.0482180028698902e-05,717.6989779874217,,
N>>NIL_964_88_S,N>>NIL_964_88_S|2024-10-30 00:00:00|1,lower,2024-10-30,1,-0.742,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Tamworth to Muswellbrook (88) line, Feedback",14362,0,553,6236,964,0.0,0.9735849056605215,1453.6967115902967,N-NIL,
N>>LDTM_33_34_OPEN,N>>LDTM_33_34_OPEN|2026-05-20 00:00:00|1,upper,2026-05-20,1,0.981,Thermal,"Out = Liddell to Tomago (82), avoid O/L Bayswater to Liddell (34 or 33) 330kV line on trip of Bayswater to Liddell (33 or 34) 330kV line, Feedback",3017,3,5,1177,938,0.002638137222406364,-1.0193679892713993e-05,1679.7059225280327,"N-LDTM_82, N-X_KCTX_LDTM","N-LDTM_82, N-X_KCTX_LDTM"
N>>LDTM_964_81_OPEN,N>>LDTM_964_81_OPEN|2026-05-20 00:00:00|1,lower,2026-05-20,1,-0.701,Thermal,"Out = Liddell to Tomago (82) with Singleton-Kurri 132kV open, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Newcastle (81) line, Feedback",3017,495,592,1140,933,7.145194305601591,-1.4265335523717694e-05,518.2617403708986,"N-LDTM_82, N-X_KCTX_LDTM","N-LDTM_82, N-X_KCTX_LDTM"
N>>NIL_85_86_S,N>>NIL_85_86_S|2025-07-31 00:00:00|1,lower,2025-07-31,1,-0.986,Thermal,"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",15263,11,784,2739,899,0.0034983601936067234,-1.0141987804008547e-05,925.6616227180527,N-NIL,
Q>>X_HATR2_HATR_HATR,Q>>X_HATR2_HATR_HATR|2025-01-31 00:00:00|1,upper,2025-01-31,1,0.529,Thermal,"Out= Any two 275kV fdrs between S2 Halys to H18 Tarong(8868,8869,8870,8871), avoid O/L remaining feeder(8868 or 8869 or 8870 or 8871) 275kV line on trip of another feeder(8868 or 886 or 8870 or 8871)275kV line, Swamp out if 3 or more Fdrs IS. Feedback",1251,0,0,879,845,0.0,128.18797731568986,1390.2393761814737,"Q-X_HATR2+HA_275BUS, Q-X_HATR_TWO","Q-X_HATR2+HA_275BUS, Q-X_HATR_TWO"
N^^Q_NIL_MPP_2,N^^Q_NIL_MPP_2|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Voltage Stability,"Out= Nil, avoid Voltage Collapse on loss of Millmerran unit 2",78433,0,0,2743,774,0.0,92.86377000000016,1447.04938,N-NIL,
N>>NIL_86_85_S,N>>NIL_86_85_S|2026-05-20 00:00:00|1,lower,2026-05-20,1,-0.999,Thermal,"Out= NIL, avoid O/L Armidale to Tamworth (86) on trip of Uralla to Tamworth (85) line, Feedback",29806,502,929,1791,693,0.45211341888991996,-1.001001021233844e-05,893.9233283283284,N-NIL,
N>>81_964_82,N>>81_964_82|2024-10-30 00:00:00|1,lower,2024-10-30,1,-0.701,Thermal,"Out = Liddell to Newcastle (81) line, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Tomago (82) line, (Note: Swamps if 964 O/S)",3034,75,119,1067,671,9.65371506183769,-1.4265335361539608e-05,1234.3230527817404,,
N>>NIL_33_34,N>>NIL_33_34|2025-11-27 00:00:00|1,upper,2025-11-27,1,0.958,Thermal,"Out= Nil, avoid Bayswater to Liddell (33 or 34) O/L on loss of other Bayswater to Liddell (34 or 33), Feedback",1341,114,135,701,641,2.9286306807780322,-1.0438413453485664e-05,762.0901017745305,N-NIL,
N>>NIL_964_88_S,N>>NIL_964_88_S|2025-12-02 00:00:00|1,lower,2025-12-02,1,-0.742,Thermal,"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Muswellbrook (88) line, Feedback",27087,57,2311,7890,634,0.12657131301230581,-1.3477088914760684e-05,1046.7225876010782,N-NIL,
Q:N_AR330BS1_SVC_OSC,Q:N_AR330BS1_SVC_OSC|2026-03-16 00:00:00|1,lower,2026-03-16,1,-1.0,Oscillatory Stability,"Out= Armidale No.1 330kV bus and SVC, Qld to NSW Oscillatory stability limit",635,193,219,635,632,8.528115606299211,0.0,177.16917,,
N>>NIL_8U_86_S,N>>NIL_8U_86_S|2026-05-20 00:00:00|1,lower,2026-05-20,1,-1.0,Thermal,"Out= NIL, avoid O/L Armidale to Uralla (8U) on trip of Armidale to Tamworth (86) line, Feedback",29806,0,24,1431,572,0.0,24.44031999999993,838.88414,N-NIL,
N^^Q_DMSR_KPP_1,N^^Q_DMSR_KPP_1|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Voltage Stability,"Out = Dumaresq to Sapphire (8J) 330kV line, avoid Voltage Collapse on loss of Kogan Creek MW",1748,0,0,668,561,0.0,405.00278000000003,996.02082,N-DMSR_8J,N-DMSR_8J
N::Q_4+17_KC,N::Q_4+17_KC|2025-01-29 00:00:00|1,upper,2025-01-29,1,1.0,Transient Stability,"Out= Collector - Marulan (4) + Avon to Macarthur (17) 330kV line, NSW to Qld Transient Stability Limit for trip of Kogan Creek.",660,2,3,576,532,1.0311946515151516,0.0,783.2139649999999,N-X_4+17_WG_CLOSE,N-X_4+17_WG_CLOSE
Q>>NIL_BCCP_RGLC,Q>>NIL_BCCP_RGLC|2024-10-17 00:00:00|1,upper,2024-10-17,1,0.077,Thermal,"Out= Nil, avoid O/L Raglan to Larcom Creek (8875) on trip of Bouldercombe to Calliope River (812) line, Feedback",12022,216,181,555,530,4.48630648866406,-0.00025974025908447865,12947.638993506494,Q-NIL,Q-NIL
N>>NIL_83_84_CLOSE,N>>NIL_83_84_CLOSE|2024-10-30 00:00:00|1,upper,2024-10-30,1,0.975,Thermal,"Out= Nil avoid O/L Liddell to Muswellbrook (83) 330kV line on trip of Liddell to Tamworth (84) 330kV line, Feedback, Kurri - Rothbury - Singleton 132kV closed",113262,0,0,864,527,0.0,433.30538461538464,11741.36287179487,N-NIL,
N>>9W7_9W2_965,N>>9W7_9W2_965|2026-08-05 00:00:00|2,lower,2026-08-05,2,-0.596,Thermal,"Out= One of Coffs Harbour to Kempsey (9W5 or 9W6 or 9W7 or 9W8), avoid O/L Raliegh to Kempsey (9W2) 132kV line on trip of Armidale to Kempsey (965) 132kV line, Feedback",982,118,145,600,497,6.5309622199592665,-1.6778523638320914e-05,480.40167785234894,N-CHKS_ONE,N-CHKS_ONE
N>>LDTM_33_34_OPEN,N>>LDTM_33_34_OPEN|2026-07-13 00:00:00|1,upper,2026-07-13,1,0.947,Thermal,"Out = Liddell to Tomago (82), avoid O/L Bayswater to Liddell (34 or 33) 330kV line on trip of Bayswater to Liddell (33 or 34) 330kV line, Feedback",5890,2,8,568,495,0.002805575716845878,0.0,7045.218070221754,"N-LDTM_82, N-X_KCTX_LDTM","N-LDTM_82, N-X_KCTX_LDTM"
N^^Q_NIL_MPP_1,N^^Q_NIL_MPP_1|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Voltage Stability,"Out= Nil, avoid Voltage Collapse on loss of Millmerran unit 1",78433,0,0,2530,487,0.0,69.24450000000002,1448.31518,N-NIL,
N>>NIL_8U_86_S,N>>NIL_8U_86_S|2025-07-31 00:00:00|1,lower,2025-07-31,1,-1.0,Thermal,"Out= NIL, avoid O/L Armidale to Uralla (8U) on trip of Armidale to Tamworth (86) line, Feedback",15263,0,15,927,457,0.0,10.938269999999875,832.2550500000001,N-NIL,
N>>81_964_84,N>>81_964_84|2024-09-02 00:00:00|1,lower,2024-09-02,1,-0.754,Thermal,"Out = Liddell to Newcastle (81) line, avoid O/L Port Macquarie to Herron Creek Tee (964/2) on trip of Liddell to Tamworth (84) line,(Note: Swamps if 964 O/S)",2213,69,342,909,412,0.6358964561500275,-1.3262599586789475e-05,7776.655590185676,,
N>>16_8_39,N>>16_8_39|2025-12-02 00:00:00|1,lower,2025-12-02,1,-0.175,Thermal,"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",12278,319,279,473,410,22.255778540143115,-0.0001142857139971706,6504.2026000000005,,
Q>>X_HATR2_HATR_HATR,Q>>X_HATR2_HATR_HATR|2025-06-25 00:00:00|1,upper,2025-06-25,1,0.506,Thermal,"Out= Any two 275kV fdrs between S2 Halys to H18 Tarong(8868,8869,8870,8871), avoid O/L remaining feeder(8868 or 8869 or 8870 or 8871) 275kV line on trip of another feeder(8868 or 8869 or 8870 or 8871)275kV line, Swamp out if 3 or more Fdrs IS. Feedback",1154,0,0,422,394,0.0,165.94181818181787,1934.3389426877468,"Q-X_HATR2+HA_275BUS, Q-X_HATR_TWO","Q-X_HATR2+HA_275BUS, Q-X_HATR_TWO"
F_NVS+LDTW_R5,F_NVS+LDTW_R5|2025-03-26 00:00:00|1,upper,2025-03-26,1,1.0,FCAS,"Out = Liddell to Tamworth (84) line, NSW, Snowy, Vic and SA Raise 5 min Requirement, Basslink unable to transfer FCAS",597,5,5,426,382,0.0008931355932203389,-11033.61513,-10030.65993,N-LDTW_84,N-LDTW_84
N^^Q_NIL_TNPS1,N^^Q_NIL_TNPS1|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Voltage Stability,"Out= Nil, avoid Voltage Collapse on loss of Tarong North",78433,0,0,1997,365,0.0,90.55050000000006,1601.33183,N-NIL,
Q>>TRSP_BKSP_MESP,Q>>TRSP_BKSP_MESP|2025-05-29 00:00:00|1,upper,2025-05-29,1,0.954,Thermal,"Out= 832 (H18 Tarong to H2 South Pine) 275 kV feeder, avoid O/L 838 (H36 Blackwall to H2 South Pine) 275 kV feeder on trip of 825 (H12 Mt England to H2 South Pine) 275 kV feeder, Feedback",370,0,0,364,364,0.0,240.99798742138373,742.8316876310274,,
N>>16_8_39,N>>16_8_39|2024-11-20 00:00:00|1,lower,2024-11-20,1,-0.175,Thermal,"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",11762,123,104,397,362,9.623887060581,-0.0001142857165957269,7036.0244999999995,,
